id,X,Y
248,395065.8896,4619449.734
249,395526.8319,4619044.384
250,395263.0429,4619871.401
251,394678.6552,4619154.723
252,395007.6887,4619470.497
253,395346.9583,4619811.49
254,395309.7468,4619731.109
255,394815.956,4619959.342
256,394712.8792,4619032.354
257,395132.6397,4619345.164
258,395123.8996,4619094.288
259,395137.1258,4619725.998
260,394681.2169,4619347.799
261,394649.2625,4619345.264
262,394540.4214,4619310.511
263,394674.7374,4619781.546
264,395345.5703,4619276.384
265,394709.4802,4619121.597
266,394595.5126,4619639.215
267,394846.3874,4619865.763
268,394757.7494,4619337.881
269,394659.9355,4619236.575
270,394582.1849,4619915.857
271,395543.3032,4619961.526
272,394974.9353,4619697.818
273,394630.9215,4619566.057
274,394873.5259,4619812.627
275,395218.8786,4619708.658
276,395494.9049,4619767.56
277,394788.3044,4619282.54
278,394948.0742,4619044.813
279,394988.5374,4619151.448
280,395371.8764,4619416.081
281,395241.7815,4619851.735
282,394556.7141,4619593.185
283,395070.3443,4619925.284
284,395470.7015,4619481.249
285,394826.3415,4619601.189
286,394538.9193,4619039.985
287,395024.58,4619521.998
288,394678.8368,4619089.774
289,395521.7682,4619454.976
290,394587.4648,4619662.51
291,394783.4228,4619273.471
292,394754.0756,4619180.144
293,395202.6332,4619767.754
294,395013.9229,4619331.603
295,394994.41,4619785.855
296,395424.4819,4619412.719
297,394978.0664,4619037.908
298,394903.237,4619558.213
299,394894.2103,4619299.615
300,395420.8914,4619809.456
301,395002.6847,4619374.262
302,395255.6112,4619961.176
303,394957.0792,4619857.623
304,395208.3378,4619997.059
305,394833.2983,4619672.567
306,394706.2912,4619826.355
307,394878.0809,4619534.397
308,394825.653,4619999.906
309,395107.9321,4619852.185
310,394732.2801,4619094.673
311,395092.4139,4619931.371
312,394805.2817,4619304.158
313,394935.4068,4619389.541
314,394548.7519,4619126.872
315,395207.2147,4619612.947
316,395418.3922,4619073.844
317,394852.3495,4619210.881
318,395174.6578,4619606.434
319,395058.2354,4619142.335
320,395322.8692,4619222.039
321,395248.8937,4619256.101
322,394660.9702,4619801.798
323,395006.5854,4619501.646
324,394691.7837,4619256.827
325,394612.4945,4619396.26
326,395366.456,4619904.319
327,394642.6102,4619080.721
328,395106.0852,4619090.264
329,394689.8632,4619052.623
330,395082.0035,4619429.805
331,395168.9562,4619841.555
332,395391.6036,4619643.058
333,395483.8707,4619721.103
334,395508.0446,4619555.141
335,395487.7811,4619290.31
336,394630.2328,4619301.28
337,395498.4867,4619105.177
338,395256.0324,4619359.653
339,394935.3999,4619875.87
340,394551.553,4619280.458
341,395471.9889,4619052.292
342,395272.325,4619298.319
343,395141.532,4619076.512
344,395112.375,4619645.498
345,395014.435,4619668.855
346,394641.4752,4619055.696
347,394769.4692,4619035.576
348,395395.5778,4619716.709
349,394885.1674,4619123.102
350,395031.4071,4619313.963
351,395112.0305,4619300.833
352,394874.1927,4619139.663
353,394716.0251,4619516.506
354,395409.2471,4619051.179
355,394957.3224,4619045.88
356,394950.7887,4619025.231
357,395439.5404,4619057.152
358,395258.3819,4619675.699
359,394701.8421,4619561.797
360,395014.6012,4619608.525
361,395190.3627,4619356.101
362,394904.0143,4619393.27
363,395021.1969,4619476.515
364,394732.4336,4619587.302
365,394889.6369,4619851.14
366,394569.2598,4619082.204
367,395142.7374,4619478.71
368,394947.9802,4619488.615
369,394943.2338,4619273.852
370,394761.3392,4619894.941
371,394650.1119,4619365.677
372,394879.5305,4619197.875
373,394808.7295,4619372.983
374,394716.5588,4619184.8
375,394991.7064,4619708.042
376,395446.7281,4619331.02
377,395236.3894,4619356.738
378,395001.4719,4619356.525
379,394959.7925,4618996.118
380,395494.81,4619901.053
381,394652.1129,4619121.346
382,394893.2135,4619506.036
383,394859.7956,4619609.624
384,395460.4006,4619542.177
385,395074.6802,4619494.675
386,395330.4226,4619598.17
387,395473.5079,4619462.524
388,395050.2734,4619797.605
389,395128.8928,4619099.578
390,394557.5495,4619459.075
391,395365.344,4619125.19
392,395004.8889,4619578.862
393,394664.9879,4619734.528
394,394881.3258,4619896.14
395,395512.7443,4619621.388
396,395479.3819,4619049.326
397,394928.4136,4619752.993
398,394742.4473,4619208.353
399,395127.5319,4619914.666
400,395339.6948,4619880.775
401,395387.1631,4619924.25
402,395297.5051,4619602.64
403,395049.4799,4619656.99
404,395224.8114,4619461.772
405,394689.365,4619530.761
406,395226.7681,4619273.339
407,395035.6759,4619813.994
408,395147.0373,4619572.803
409,395378.1429,4619788.62
410,395082.7862,4619100.285
411,395210.3069,4619839.826
412,394943.1425,4619418.268
413,395251.1717,4619901.769
414,394761.0169,4619765.712
415,395445.3248,4619535.453
416,395295.6127,4619915.589
417,394949.9592,4619812.451
418,394809.8183,4619787.541
419,395000.9261,4619863.28
420,395257.444,4619896.582
421,394720.9456,4619824.714
422,395238.6316,4619070.937
423,395128.8448,4619109.176
424,394705.4382,4619047.354
425,395293.941,4619412.471
426,394740.1855,4619017.064
427,394943.8988,4619275.125
428,395503.2923,4619917.595
429,395430.4507,4619646.733
430,395366.8645,4619644.047
431,395390.7255,4619034.015
432,395046.2532,4619227.418
433,395130.4355,4619777.284
434,395282.058,4619719.773
435,395144.5768,4619124.967
436,395069.5771,4619659.42
437,395470.7581,4619789.807
438,394745.4014,4619829.546
439,395326.8543,4619454.659
440,394713.9472,4619081.342
441,394580.6835,4619917.322
442,394689.6921,4619304.225
443,395536.8667,4619633.473
444,394999.6716,4619358.1
445,394670.6388,4619417.852
446,394882.0159,4619540.104
447,394645.7402,4619306.84
448,395316.6988,4619789.986
449,394761.7256,4619631.876
450,395175.8366,4619546.92
451,395097.6816,4619311.185
452,395455.3579,4619645.928
453,395374.2537,4619751.606
454,395534.8292,4619972.576
455,395548.958,4619251.611
456,394623.3289,4619253.518
457,394779.3292,4619564.136
458,395376.9931,4619097.768
459,394749.6367,4619445.122
460,395264.2558,4619684.481
461,395293.3802,4619961.25
462,395387.3313,4619387.596
463,395191.5411,4619011.302
464,394725.8471,4619661.588
465,395463.8737,4619715.319
466,395025.2599,4619069.498
467,395010.7107,4619169.633
468,395239.749,4619078.182
469,395297.6768,4619063.231
470,394887.6587,4619858.262
471,395032.3047,4619093.445
472,394830.2941,4619379.58
473,395023.3215,4619750.696
474,394695.3512,4619720.566
475,395203.0857,4619162.263
476,395520.602,4619802.987
477,395495.0361,4619944.671
478,395304.6776,4619076.661
479,395100.6841,4619020.293
480,394769.5626,4619727.639
481,394564.0839,4618998.942
482,394725.6221,4619733.142
483,395447.8964,4619817.086
484,394636.7551,4619588.702
485,394789.6008,4619763.807
486,394658.6436,4619567.389
487,395426.6794,4619616.776
488,394765.5643,4619379.417
489,395130.1927,4619308.668
490,394804.6583,4619687.775
491,395444.8308,4619902.44
492,395448.6352,4619605.647
493,395333.8409,4619576.302
494,395134.8229,4619389.859
495,395259.3511,4619653.592
496,395409.8076,4619958.46
497,395351.5956,4619503.015
498,395349.7324,4619664.311
499,395403.1884,4619176.377
500,394828.3055,4619617.429
501,395349.392,4619899.799
502,395475.9616,4619635.523
503,395111.2261,4619404.823
504,394793.7546,4619865.547
505,395403.1882,4619637.93
506,395497.403,4619122.439
507,395436.2552,4619782.074
508,395197.8499,4619547.436
509,394663.6865,4619374.189
510,395154.2252,4619989.868
511,395435.723,4619622.427
512,394796.8043,4619740.46
513,395338.0563,4619266.539
514,395211.1877,4619802.073
515,394873.1729,4619708.108
516,394789.0639,4619832.622
517,395354.4585,4619751.955
518,395429.4319,4619653.728
519,395065.6276,4619254.875
520,394862.1821,4619147.644
521,395177.9816,4619661.511
522,394976.9657,4619493.328
523,394604.372,4619863.656
524,395120.9354,4619862.68
525,395183.4747,4619015.988
526,394929.2043,4619998.023
527,394561.072,4619653.679
528,395041.9906,4619804.478
529,395167.1953,4619782.176
530,394815.2798,4619352.308
531,394830.9134,4619394.059
532,395133.7754,4619172.636
533,395206.2566,4618999.453
534,394628.0396,4619096.448
535,395006.6682,4619144.014
536,395489.7972,4619693.701
537,395335.7207,4619276.12
538,395446.268,4619333.706
539,394892.0372,4619322.248
540,395376.9622,4619374.881
541,395546.8116,4619023.425
542,395163.133,4619411.291
543,394895.1021,4619093.827
544,395393.7901,4619646.316
545,395359.6659,4619367.36
546,394661.1371,4619330.043
547,395519.216,4619751.062
548,394603.6873,4619957.034
549,395162.3133,4619810.884
550,395527.1492,4619608.799
551,394724.3615,4619601.448
552,394802.8243,4619690.04
553,394860.3332,4619427.897
554,395006.1941,4619083.445
555,395460.1816,4619147.01
556,394582.6304,4619303.902
557,394539.6417,4619143.856
558,394702.1079,4619689.692
559,395516.514,4619203.773
560,394842.9937,4619216.412
561,394848.2212,4619623.963
562,394891.0125,4619567.88
563,395072.6871,4619842.227
564,394637.7627,4619951.536
565,395048.9971,4619422.267
566,395535.6803,4619976.747
567,394660.3956,4619405.391
568,395224.7503,4619973.294
569,394729.4889,4619391.229
570,395511.6625,4619248.935
571,394704.5808,4619654.925
572,394827.4981,4619591.283
573,395519.2574,4619704.208
574,394989.0186,4619944.918
575,395392.5845,4618993.254
576,394903.502,4619315.654
577,395469.5341,4619747.237
578,394820.8248,4619433.363
579,394732.2366,4619272.07
580,395353.2531,4619119.175
581,395446.0003,4619774.577
582,394794.3341,4619079.458
583,394712.6214,4619480.345
584,395410.9421,4619650.677
585,395502.9229,4619970.019
586,395025.8545,4619781.267
587,394829.6929,4619543.737
588,395114.5871,4619449.945
589,394610.1019,4619271.43
590,395262.7467,4619712.562
591,395163.1509,4619066.365
592,395201.7401,4619452.872
593,395143.7202,4619755.208
594,395075.0938,4619905.111
595,395287.5871,4619174.425
596,394778.3888,4619742.331
597,394991.9619,4619535.205
598,395064.4969,4619442.373
599,395130.9538,4619873.004
600,395292.3767,4619689.012
601,395200.8736,4619226.042
602,395102.3644,4619020.79
603,395147.1359,4619594.047
604,395501.6771,4619730.386
605,395036.0378,4619329.698
606,395167.0724,4619507.187
607,395434.1666,4619641.103
608,394765.1749,4619481.753
609,394702.1084,4619082.093
610,395529.4175,4619707.943
611,395363.5587,4619378.489
612,395379.6862,4619141.646
613,394864.0084,4619142.243
614,395227.7494,4619110.001
615,394685.5062,4619428.847
616,395102.8915,4619082.374
617,394643.6645,4619648.005
618,394954.9842,4618992.78
619,394656.2653,4619261.21
620,394740.7935,4619420.238
621,395541.1466,4619768.495
622,394830.5064,4619662.732
623,394741.2186,4619447.533
624,395476.484,4619416.114
625,395261.6847,4619108.731
626,394607.668,4619175.043
627,395259.2826,4619698.647
628,395048.5583,4619522.512
629,395009.5924,4619623.472
630,395171.2421,4619082.623
631,395037.6803,4619303.584
632,394905.0245,4619587.943
633,395539.9777,4619964
634,394941.8532,4619084.934
635,395390.1398,4619441.934
636,395459.0468,4619876.479
637,395499.5933,4619567.524
638,395085.0153,4619943.678
639,394679.5707,4619356.954
640,394634.3356,4619967.454
641,395183.6496,4619914.06
642,395172.9218,4619484.167
643,394765.1422,4619276.462
644,394653.7097,4619776.655
645,394897.4777,4619855.717
646,394586.0698,4619362.013
647,395534.5046,4619380.277
648,394654.2886,4619722.518
649,394718.4558,4619380.99
650,395121.4827,4619969.47
651,394886.1308,4619594.545
652,395023.4804,4619668.452
653,394948.9569,4619001.959
654,395402.5554,4619544.169
655,395407.1938,4619205.688
656,394789.648,4619218.017
657,394998.5775,4619156.961
658,394658.8386,4619900.681
659,394903.4268,4619702.267
660,394839.9284,4619635.87
661,395093.9468,4619828.931
662,394919.7245,4619119.696
663,395174.7051,4619731.127
664,395430.2781,4619843.769
665,394812.0676,4619861.407
666,395020.3694,4619091.595
667,395437.3982,4619938.247
668,394779.2079,4619276.563
669,394953.149,4619025.866
670,394933.1222,4619806.46
671,394912.9097,4619798.322
672,395366.6067,4619073.544
673,394742.1754,4619158.772
674,395350.9684,4619081.44
675,394932.3926,4619239.875
676,395445.3286,4619772.237
677,395282.2492,4619486.983
678,395363.0689,4619342.615
679,394824.5753,4619896.914
680,394712.6596,4619587.34
681,394554.0353,4619231.047
682,394938.4998,4619385.294
683,395390.4721,4619201.448
684,394753.6045,4619869.849
685,394926.13,4619741.378
686,395342.9283,4619025.6
687,394833.825,4619678.517
688,395340.5314,4619639.96
689,394622.6414,4619317.18
690,395153.4855,4619590.511
691,395467.633,4619720.293
692,395018.5277,4619582.891
693,394682.555,4619513.087
694,394920.7602,4619869.947
695,395047.8644,4619910.003
696,395232.3683,4619179.366
697,394544.7248,4619508.134
698,394737.16,4619814.264
699,394595.9032,4619216.838
700,394917.1417,4619303.148
701,395196.6864,4619245.32
702,395105.6845,4619278.252
703,395078.439,4619459.104
704,395252.1119,4619108.427
705,395287.1754,4619632.247
706,395317.8167,4619282.352
707,395146.755,4619446.952
708,394796.3357,4619346.967
709,394754.2114,4619229.331
710,395303.224,4619237.804
711,395137.8478,4619760.607
712,395537.6819,4619628.439
713,394896.7333,4619138.762
714,395095.0189,4619623.139
715,395025.7331,4619366.671
716,395240.0497,4619949.618
717,395520.3266,4619317.534
718,395472.5867,4619510.462
719,394816.0414,4619047.243
720,395419.5062,4619486.768
721,395460.6296,4619868.875
722,395035.8565,4619733.736
723,394995.9213,4619402.73
724,394816.8658,4619225.931
725,395162.8943,4619451.597
726,394612.6705,4619548.557
727,395157.6661,4619847.412
728,394938.7065,4619367.557
729,394643.4221,4619791.177
730,395152.7334,4619182.318
731,395369.7995,4619868.466
732,395516.0468,4619188.875
733,394766.827,4619999.28
734,394949.1524,4619496.178
735,395072.3112,4619227.165
736,394993.9983,4619904.085
737,394843.3655,4619405.644
738,395198.2175,4619620.984
739,395369.3715,4619945.125
740,394886.8929,4619275.07
741,395323.9441,4619774.506
742,395365.3374,4619774.024
743,395038.1078,4619033.816
744,395309.1137,4619976.22
745,394581.4062,4619979.387
746,394851.6337,4619764.347
747,394663.3962,4619495.618
748,394753.4188,4619595.353
749,394579.4031,4619897.072
750,395204.0674,4619577.234
751,394866.7769,4619931.231
752,395148.1369,4619647.655
753,394544.1141,4619608.589
754,394962.6013,4619216.193
755,395471.9374,4619089.211
756,395475.2514,4619965.275
757,395252.6795,4619178.115
758,395374.5062,4619271.789
759,395103.6594,4619324.772
760,394592.2577,4619190.957
761,395383.7158,4619359.57
762,395524.4911,4619237.861
763,394760.7109,4619744.705
764,394832.1171,4619710.967
765,395189.9257,4619712.068
766,394712.0922,4619416.624
767,394938.0451,4619117.845
768,395075.237,4619344.577
769,394956.9612,4619861.676
770,395005.8296,4619284.432
771,395186.6378,4619374.975
772,394539.3025,4619903.249
773,394856.0786,4619154.472
774,395324.2651,4619035.578
775,395534.8502,4619770.72
776,395268.6188,4619891.508
777,394953.7768,4619657.984
778,394634.3706,4618994.885
779,395522.7914,4619755.174
780,394541.9116,4619236.34
781,394925.4021,4619829.862
782,394711.5496,4619305.005
783,394821.3506,4619091.593
784,395057.5828,4619945.256
785,395375.7749,4619918.983
786,394983.3498,4619748.5
787,394559.6546,4619685.721
788,395213.4725,4619373.93
789,394639.1604,4619003.324
790,394786.0713,4619439.539
791,395463.6286,4619385.653
792,394763.6222,4619107.223
793,395357.8186,4619241.636
794,394552.4575,4619781.348
795,394764.4982,4619602.364
796,394977.1639,4619852.398
797,395139.7196,4619949.838
798,395315.5681,4619692.55
799,395194.7294,4619319.754
800,394785.8711,4619784.337
801,395480.1948,4619641.771
802,394995.9339,4619127.557
803,395500.7271,4619968.43
804,394933.4194,4619105.231
805,394661.0714,4619692.146
806,395102.3963,4619124.556
807,394631.1389,4619114.525
808,395080.8045,4619339.442
809,395432.2898,4619125.673
810,394774.4934,4619557.61
811,394835.9147,4619851.466
812,395491.1033,4619572.341
813,395440.0261,4619606.461
814,395079.9041,4619931.06
815,395142.7606,4619915.729
816,395159.5653,4619690.439
817,394901.6803,4619773.033
818,395026.7041,4619143.983
819,395075.3123,4619224.34
820,394920.2612,4619383.002
821,395488.1427,4619742.072
822,395261.0855,4619330.041
823,395096.4963,4619808.806
824,395137.6432,4619715.446
825,394964.0407,4619760.276
826,395465.9254,4619709.312
827,395311.6753,4619224.427
828,395141.8662,4619202.572
829,395535.7226,4619018.5
830,394597.675,4619441.094
831,395096.8077,4619840.959
832,395241.1708,4619790.742
833,395465.2357,4619934.434
834,394894.8869,4619847.405
835,395304.9331,4619903.636
836,395235.743,4619808.372
837,394791.0976,4619114.362
838,394537.716,4619968.654
839,394856.2633,4619566.187
840,395356.2912,4619749.406
841,395001.0517,4619938.125
842,394976.9768,4619342.365
843,395454.2932,4619649.972
844,395519.1782,4619912.829
845,394686.9626,4619319.401
846,394899.2392,4619094.874
847,394923.2509,4619211.221
848,394958.8489,4619850.738
849,395042.0038,4619022.923
850,394630.0229,4619606.361
851,394682.8602,4619083.61
852,395539.3997,4619794.114
853,394994.6617,4619950.861
854,395130.0693,4619773.949
855,395269.0677,4619856.916
856,395087.4328,4619421.613
857,395141.6812,4619057.301
858,395417.6545,4619129.286
859,395430.1776,4619249.159
860,394706.317,4619717.194
861,395141.3463,4619778.383
862,394640.6415,4619721.333
863,394614.1746,4619452.635
864,394638.772,4619213.226
865,394901.0851,4619524.769
866,395521.6701,4619385.312
867,395126.4959,4619631.126
868,395504.6223,4619449.556
869,394577.1313,4619786.672
870,394805.3668,4619307.869
871,394693.8922,4619918.653
872,395474.4756,4619024.211
873,395330.7439,4619670.686
874,394684.0847,4619822.623
875,395034.699,4619626.675
876,394986.7294,4619004.731
877,394894.3711,4618993.084
878,394559.9217,4619236.101
879,395044.2248,4619969.593
880,394932.6262,4619168.314
881,394823.0522,4619258.7
882,395157.033,4619966.104
883,395251.7706,4619477.855
884,394769.1564,4619940.137
885,394681.7586,4619231.125
886,395041.0016,4619994.67
887,394728.376,4619622.518
888,395126.3533,4619139.182
889,394588.7449,4619342.112
890,395019.8848,4618992.774
891,395270.5576,4619949.712
892,394918.1877,4619904.627
893,395126.5388,4619313.226
894,395336.3359,4619934.528
895,394653.0439,4619968.346
896,395192.4062,4619133.773
897,395178.7553,4619294.826
898,395307.6869,4619890.533
899,394871.5409,4619305.326
900,394785.2205,4619903.025
901,394778.466,4619334.276
902,395162.3246,4619924.649
903,394733.9107,4619079.109
904,394565.4415,4619383.28
905,395365.7841,4619241.153
906,394600.6304,4619767.407
907,394752.8892,4619136.42
908,395077.8186,4619115.988
909,394607.3946,4619555.652
910,394681.8631,4619411.488
911,394885.5521,4619364.953
912,394735.5884,4619529.911
913,395262.6857,4618999.199
914,395105.3644,4619263.425
915,395115.4169,4619650.323
916,395140.6387,4619535.13
917,395408.3383,4619319.98
918,394821.8563,4619879.25
919,394989.2115,4619365.681
920,394705.1973,4619127.812
921,394743.5143,4619623.204
922,394937.3546,4619004.522
923,394728.3487,4619342.548
924,395193.9845,4619346.668
925,394621.0547,4619836.042
926,395118.8017,4619532.589
927,395204.7947,4619062.806
928,394767.774,4619890.014
929,395049.3137,4619968.905
930,394607.8347,4619744.522
931,394798.9692,4619516.098
932,394757.2275,4619478.095
933,395438.4931,4619030.654
934,395210.4986,4619935.906
935,394776.9164,4619970.275
936,395410.9518,4619129.843
937,395380.1024,4619735.704
938,394714.459,4619243.262
939,394907.0242,4619347.674
940,395212.0876,4619267.464
941,395278.3761,4619137.123
942,394550.2426,4619569.439
943,395472.4592,4619965.392
944,395489.6242,4619081.739
945,394973.7584,4619070.693
946,394847.7539,4619529.402
947,394571.7255,4619215.266
948,394723.3451,4619920.475
949,394865.2813,4619284.585
950,395018.4809,4619956.13
951,394675.4078,4619970.138
952,394817.9238,4619872.641
953,394870.4353,4619341.563
954,394985.6775,4619430.504
955,395381.8311,4619956.054
956,395166.5159,4619277.252
957,395274.6849,4619752.412
958,394796.5928,4619791.862
959,395193.4759,4619860.947
960,395069.9561,4618995.413
961,395236.1215,4619367.433
962,395280.9175,4619172.519
963,394699.9198,4619660.143
964,394970.7372,4619764.543
965,394893.6373,4619985.435
966,394787.763,4619465.236
967,394985.0637,4619780.371
968,395435.9907,4619678.656
969,394870.7184,4619026.912
970,395205.6431,4619447.039
971,394817.9266,4619608.578
972,395166.3571,4619068.697
973,394631.8997,4619680.534
974,395495.6057,4619591.505
975,394636.2097,4619171.161
976,394893.7589,4619403.226
977,395398.5224,4619400.707
978,395278.6185,4619861
979,395116.7978,4619724.354
980,395499.8729,4619329.294
981,395339.9855,4619995.495
982,394818.532,4619345.643
983,394579.8992,4619152.777
984,395192.008,4619043.923
985,394606.5101,4619921.499
986,395281.1273,4619807.356
987,394768.7001,4619600.236
988,395357.2936,4619858.021
989,395456.6771,4619745.615
990,395361.9314,4619589.52
991,395431.4314,4619676.585
992,395353.9556,4619787.957
993,394743.597,4618992.239
994,394681.2781,4619837.785
995,394743.8053,4619286.216
996,395415.934,4619396.658
997,394640.3562,4619211.169
998,395257.7477,4619936.763
999,395032.1348,4619715.776
1000,394990.7472,4619943.704
1001,395477.6764,4619335.715
1002,394836.3353,4619987.409
1003,395276.1955,4619613.77
1004,394673.3942,4619460.1
